date,period_3class,period_binary,loop_ratio,total_plays,unique_tracks,unique_artists,tracks_per_play,avg_ms_played,median_ms_played,std_ms_played,total_listening_minutes,night_play_ratio,morning_play_ratio,afternoon_play_ratio,evening_play_ratio,peak_hour,hour_entropy,day_of_week_num,is_weekend
2025-12-20,exam_day,exam_period,0.4,10,6,6,0.6,177250.5,213737.5,59099.79574179781,29.54175,0.0,1.0,0.0,0.0,9,1.3609640482840841,5,1
2025-12-21,regular,regular,0.3333333333333333,30,20,17,0.6666666666666666,175443.0,194909.0,72675.59966373004,87.7215,0.0,0.36666666666666664,0.6333333333333333,0.0,13,2.0892464292217925,6,1
2025-12-22,regular,regular,0.3181818181818182,44,30,29,0.6818181818181818,183058.11363636365,188883.0,78559.43293714251,134.24261666666666,0.0,0.22727272727272727,0.7045454545454546,0.06818181818181818,15,2.7633136536635736,0,0
2025-12-23,pre_exam,exam_period,0.09090909090909091,22,20,15,0.9090909090909091,186524.5909090909,200478.0,90108.5795051932,68.39235,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091,11,2.442862165821346,1,0
2025-12-24,pre_exam,exam_period,0.13333333333333333,30,26,19,0.8666666666666667,184721.13333333333,200040.0,67349.19450391695,92.36056666666667,0.0,0.23333333333333334,0.7333333333333333,0.03333333333333333,15,2.506448313994766,2,0
2025-12-25,pre_exam,exam_period,0.1590909090909091,44,37,28,0.8409090909090909,173591.25,178706.5,74987.13558171161,127.30025,0.0,0.6363636363636364,0.29545454545454547,0.06818181818181818,10,2.728636666533259,3,0
2025-12-27,regular,regular,0.08695652173913043,23,21,17,0.9130434782608695,133373.47826086957,91860.0,92026.66447229974,51.1265,0.0,0.34782608695652173,0.34782608695652173,0.30434782608695654,15,1.9141701120193295,5,1
2025-12-28,regular,regular,0.17647058823529413,51,42,35,0.8235294117647058,155474.21568627452,140530.0,76415.66130926664,132.15308333333334,0.0,0.35294117647058826,0.5490196078431373,0.09803921568627451,15,3.0585807187498792,6,1
2025-12-29,regular,regular,0.0625,16,15,15,0.9375,123782.375,93844.5,71013.80922597613,33.008633333333336,0.0,0.125,0.375,0.5,18,2.3522170021666273,0,0
2025-12-30,regular,regular,0.08695652173913043,23,21,19,0.9130434782608695,157493.1739130435,159077.0,81533.29595082454,60.37238333333333,0.0,0.2608695652173913,0.6521739130434783,0.08695652173913043,15,2.642643481514584,1,0
2025-12-31,regular,regular,0.0,8,8,8,1.0,162274.75,151074.0,76459.35738818556,21.636633333333332,0.375,0.625,0.0,0.0,7,1.4056390630686684,2,0
2026-01-01,regular,regular,0.20454545454545456,44,35,29,0.7954545454545454,145771.95454545456,146438.0,52916.37265642993,106.89943333333333,0.06818181818181818,0.045454545454545456,0.38636363636363635,0.5,19,3.168659175481162,3,0
2026-01-02,regular,regular,0.125,40,35,25,0.875,162223.525,162203.5,74603.05747669566,108.14901666666667,0.0,0.125,0.65,0.225,18,2.9435423977234,4,0
2026-01-03,regular,regular,0.23076923076923078,13,10,9,0.7692307692307693,147034.38461538462,158650.0,59160.118590058155,31.85745,0.0,0.3076923076923077,0.6153846153846154,0.07692307692307693,10,1.8542858727776619,5,1
2026-01-04,regular,regular,0.06521739130434782,46,43,41,0.9347826086956522,161799.6739130435,165523.0,73620.38572691803,124.04641666666667,0.0,0.21739130434782608,0.6739130434782609,0.10869565217391304,8,2.6497776537660154,6,1
2026-01-05,pre_exam,exam_period,0.07142857142857142,42,39,31,0.9285714285714286,182558.59523809524,198535.5,78482.42296241678,127.79101666666666,0.0,0.21428571428571427,0.23809523809523808,0.5476190476190477,20,2.2660562589902273,0,0
2026-01-06,pre_exam,exam_period,0.13793103448275862,29,25,14,0.8620689655172413,167880.37931034484,171291.0,84339.77418429652,81.14218333333334,0.0,0.6551724137931034,0.3103448275862069,0.034482758620689655,11,3.0635292708983712,1,0
2026-01-07,pre_exam,exam_period,0.1276595744680851,47,41,22,0.8723404255319149,162553.89361702127,174583.0,64810.65059790111,127.33388333333333,0.0,0.1702127659574468,0.7021276595744681,0.1276595744680851,16,2.6988357084056993,2,0
2026-01-08,exam_day,exam_period,0.041666666666666664,24,23,18,0.9583333333333334,187819.91666666666,181340.0,94607.83285244532,75.12796666666667,0.25,0.4166666666666667,0.16666666666666666,0.16666666666666666,7,2.218546354784952,3,0
2026-01-09,pre_exam,exam_period,0.2727272727272727,22,16,12,0.7272727272727273,145133.77272727274,140224.0,84505.73994645731,53.215716666666665,0.0,0.5454545454545454,0.36363636363636365,0.09090909090909091,10,2.7499025067134526,4,0
2026-01-10,pre_exam,exam_period,0.08333333333333333,24,22,19,0.9166666666666666,141489.91666666666,116779.0,65704.96230145963,56.59596666666667,0.0,0.375,0.16666666666666666,0.4583333333333333,11,2.0459751277390796,5,1
2026-01-11,exam_day,exam_period,0.08133971291866028,209,192,72,0.9186602870813397,117013.64114832536,79356.0,66828.01810841386,407.59751666666665,0.019138755980861243,0.14354066985645933,0.1674641148325359,0.6698564593301436,22,3.2608951007061346,6,1
2026-01-12,pre_exam,exam_period,0.1424731182795699,372,319,33,0.8575268817204301,85249.47043010753,73846.0,39776.67728553794,528.5467166666666,0.8924731182795699,0.026881720430107527,0.051075268817204304,0.02956989247311828,5,3.312858506565439,0,0
2026-01-13,pre_exam,exam_period,0.025477707006369428,157,153,20,0.9745222929936306,83587.45222929936,74323.0,37058.71287192346,218.7205,0.0,0.01910828025477707,0.03821656050955414,0.9426751592356688,23,2.1134836485369393,1,0
2026-01-14,exam_day,exam_period,0.08759124087591241,137,125,54,0.9124087591240876,141785.72262773724,96920.0,91215.70870128885,323.74406666666664,0.45985401459854014,0.20437956204379562,0.08759124087591241,0.24817518248175183,0,3.186789471318065,2,0
2026-01-15,regular,regular,0.0,17,17,15,1.0,129796.82352941176,100666.0,72602.5821564179,36.77576666666667,0.0,0.5882352941176471,0.35294117647058826,0.058823529411764705,10,1.726347225101744,3,0
2026-01-16,regular,regular,0.0,22,22,18,1.0,173680.45454545456,182187.5,59548.62195496996,63.682833333333335,0.0,0.8181818181818182,0.045454545454545456,0.13636363636363635,10,1.7080986642607494,4,0
2026-01-17,regular,regular,0.02702702702702703,37,36,25,0.972972972972973,139421.1891891892,150000.0,67058.08272180411,85.9764,0.0,0.7837837837837838,0.08108108108108109,0.13513513513513514,10,2.2125134248705383,5,1
2026-01-18,regular,regular,0.06666666666666667,15,14,13,0.9333333333333333,132713.8,139806.0,51287.42391129762,33.17845,0.0,0.6,0.4,0.0,14,2.0662478980611647,6,1
2026-01-19,regular,regular,0.10588235294117647,85,76,38,0.8941176470588236,189773.28235294117,169412.0,112414.31033549529,268.84548333333333,0.0,0.3176470588235294,0.6235294117647059,0.058823529411764705,13,2.633428860717526,0,0
2026-01-20,regular,regular,0.06779661016949153,118,110,76,0.9322033898305084,183818.24576271186,191273.5,57789.411136645795,361.50921666666665,0.0,0.4067796610169492,0.5932203389830508,0.0,15,3.0214698333997023,1,0
2026-01-21,regular,regular,0.011904761904761904,84,83,36,0.9880952380952381,141464.11904761905,137102.5,67586.2803689191,198.04976666666667,0.0,0.05952380952380952,0.6785714285714286,0.2619047619047619,17,2.2967799663104684,2,0
